Instrument,Strategy,Entry_Date,Exit_Date,Entry_Price,Exit_Price,Contracts,PnL,Cumulative_PnL,PnL_%,Cumulative_PnL_%,Peak_to_Peak_DD_%,Duration_Hours,Entry_Signal,Exit_Signal,Trade_Type,Max_Favorable_Excursion,Max_Adverse_Excursion,Trade_Efficiency
MES,GAP,2016-04-26 08:29:00,2016-04-26 10:02:00,2498.75,2492.5,7.0,218.75,5255.0,0.021875,0.5255,0.0,1.55,SE,SX.Targ.Pcnt,Short,175.0,-218.75,1.0
MES,GAP,2016-04-27 08:29:00,2016-04-27 13:10:00,2492.5,2500.75,6.0,247.5,5502.5,0.02475,0.55025,0.0,4.683333333333334,LE,LX.Targ.Pcnt,Long,112.5,-247.5,1.0
MES,GAP,2016-04-29 08:29:00,2016-04-29 09:00:00,2477.5,2469.25,5.0,-206.25,5296.25,-0.020625,0.529625,-0.020625,0.5166666666666667,LE,LX.Stop1.C,Long,212.5,-50.0,0.023799999999999998
MES,GAP,2016-05-03 08:29:00,2016-05-03 14:59:00,2472.25,2469.5,4.0,-55.0,5241.25,-0.0055,0.524125,-0.026125,6.5,LE,LX.EOD,Long,235.0,-70.0,0.5902000000000001
MES,GAP,2016-05-04 08:29:00,2016-05-04 14:59:00,2456.75,2457.5,14.0,52.5,5293.75,0.00525,0.529375,-0.020875,6.5,LE,LX.EOD,Long,367.5,-647.5,0.4138
MES,GAP,2016-05-05 08:29:00,2016-05-05 12:22:00,2463.75,2454.0,4.0,195.0,5488.75,0.0195,0.548875,-0.001375,3.8833333333333333,SE,SX.Targ.Pcnt,Short,75.0,-195.0,1.0
MES,GAP,2016-05-06 08:29:00,2016-05-06 13:05:00,2447.5,2462.25,3.0,221.25,5710.0,0.022125,0.571,0.0,4.6,LE,LX.Targ.Pcnt,Long,18.75,-221.25,1.0
MES,GAP,2016-05-11 08:29:00,2016-05-11 13:03:00,2486.25,2478.0,5.0,-206.25,5503.75,-0.020625,0.550375,-0.020625,4.566666666666666,LE,LX.Stop1.C,Long,212.5,-118.75,0.0189
MES,GAP,2016-05-13 08:29:00,2016-05-13 08:42:00,2469.25,2474.75,18.0,495.0,5998.75,0.0495,0.599875,0.0,0.21666666666666667,LE,LX.Targ.Pcnt,Long,112.5,-495.0,1.0
MES,GAP,2016-05-18 08:29:00,2016-05-18 09:13:00,2451.0,2458.75,5.0,193.75,6192.5,0.019375,0.61925,0.0,0.7333333333333333,LE,LX.Targ.Pcnt,Long,56.25,-193.75,1.0
MES,GAP,2016-05-25 08:29:00,2016-05-25 09:07:00,2493.0,2501.5,3.0,-127.5,6065.0,-0.01275,0.6065,-0.01275,0.6333333333333333,SE,SX.Stop2.C,Short,127.5,-3.75,0.0
MES,GAP,2016-06-01 08:29:00,2016-06-01 13:18:00,2498.5,2509.5,10.0,550.0,6615.0,0.055,0.6615,0.0,4.816666666666666,LE,LX.Targ.Pcnt,Long,137.5,-550.0,1.0
MES,GAP,2016-06-02 08:29:00,2016-06-02 13:05:00,2504.25,2512.25,5.0,200.0,6815.0,0.02,0.6815,0.0,4.6,LE,LX.Targ.Pcnt,Long,125.0,-200.0,1.0
MES,GAP,2016-06-03 08:29:00,2016-06-03 09:01:00,2508.25,2500.5,4.0,-155.0,6660.0,-0.0155,0.666,-0.0155,0.5333333333333333,LE,LX.Stop2.C,Long,160.0,-45.0,0.024399999999999998
MES,GAP,2016-06-09 08:29:00,2016-06-09 14:59:00,2522.0,2527.25,8.0,210.0,6870.0,0.021,0.687,0.0,6.5,LE,LX.EOD,Long,130.0,-290.0,0.8095
MES,GAP,2016-06-10 08:29:00,2016-06-10 14:59:00,2511.25,2506.75,1.0,-22.5,6847.5,-0.00225,0.68475,-0.00225,6.5,LE,LX.EOD,Long,51.25,-21.25,0.39659999999999995
MES,GAP,2016-06-14 08:29:00,2016-06-14 08:43:00,2486.5,2494.0,15.0,562.5,7410.0,0.05625,0.741,0.0,0.23333333333333334,LE,LX.Targ.Pcnt,Long,18.75,-562.5,1.0
MES,GAP,2016-06-15 08:29:00,2016-06-15 09:06:00,2491.25,2496.5,9.0,-236.25,7173.75,-0.023625,0.717375,-0.023625,0.6166666666666667,SE,SX.Stop1.C,Short,236.25,-33.75,0.0
MES,GAP,2016-07-06 08:29:00,2016-07-06 10:54:00,2495.0,2504.5,11.0,522.5,7696.25,0.05225,0.769625,0.0,2.4166666666666665,LE,LX.Targ.Pcnt,Long,426.25,-522.5,1.0
MES,GAP,2016-07-20 08:29:00,2016-07-20 14:59:00,2586.0,2588.75,4.0,-55.0,7641.25,-0.0055,0.764125,-0.0055,6.5,SE,SX.EOD,Short,105.0,-120.0,0.22219999999999998
MES,GAP,2016-07-27 08:29:00,2016-07-27 09:35:00,2590.5,2582.25,13.0,536.25,8177.5,0.053625,0.81775,0.0,1.1,SE,SX.Targ.Pcnt,Short,16.25,-536.25,1.0
