Instrument,Strategy,Entry_Date,Exit_Date,Entry_Price,Exit_Price,Contracts,PnL,Cumulative_PnL,PnL_%,Cumulative_PnL_%,Peak_to_Peak_DD_%,Duration_Hours,Entry_Signal,Exit_Signal,Max_Favorable_Excursion,Max_Adverse_Excursion,Trade_Efficiency
MNQ,Fast,2016-03-08 15:50:00,2016-03-09 15:50:00,6398.75,6422.25,2.0,94.0,8784.0,0.00752,0.35136,0.0,24.0,LE2.Fast.C,LX2.Fast.C,63.0,-106.0,0.929
MNQ,Slow,2016-04-05 15:35:00,2016-04-06 15:35:00,6605.75,6670.5,2.0,259.0,9043.0,0.02072,0.36172,0.0,24.0,LE.Slow.C,LX1.Slow.C,13.0,-269.0,0.9645
MNQ,Fast,2016-04-05 15:50:00,2016-04-06 15:50:00,6609.5,6670.0,2.0,242.0,9285.0,0.01936,0.3714,0.0,24.0,LE1.Fast.C,LX1.Fast.C,28.0,-254.0,0.9573999999999999
MNQ,Slow,2016-04-11 15:35:00,2016-04-12 15:35:00,6585.5,6625.0,2.0,158.0,9443.0,0.01264,0.37772,0.0,24.0,LE.Slow.C,LX1.Slow.C,95.0,-189.0,0.8908
MNQ,Fast,2016-04-11 15:50:00,2016-04-12 15:50:00,6581.5,6622.25,2.0,163.0,9606.0,0.01304,0.38424,0.0,24.0,LE2.Fast.C,LX2.Fast.C,79.0,-205.0,0.8521
MNQ,Slow,2016-04-21 15:35:00,2016-05-09 15:35:00,6628.75,6470.75,2.0,-632.0,8974.0,-0.05056,0.35896,-0.02528,432.0,LE.Slow.C,LX1.Slow.C,890.0,-33.0,0.27949999999999997
MNQ,Fast,2016-04-21 15:50:00,2016-04-25 15:50:00,6629.75,6607.75,2.0,-88.0,8886.0,-0.00704,0.35544,-0.0288,96.0,LE2.Fast.C,LX2.Fast.C,254.0,-29.0,0.5866
MNQ,Fast,2016-04-26 15:50:00,2016-04-27 15:50:00,6559.5,6568.0,2.0,34.0,8920.0,0.00272,0.3568,-0.02744,24.0,LE2.Fast.C,LX2.Fast.C,208.0,-35.0,0.9959
MNQ,Fast,2016-04-29 15:50:00,2016-05-02 15:00:00,6468.75,6509.25,2.0,162.0,9082.0,0.01296,0.36328,-0.02096,71.16666666666667,LE2.Fast.C,LX1.Open.Fast.C,62.0,-180.0,0.9256
MNQ,Fast,2016-05-04 15:50:00,2016-05-06 15:00:00,6443.75,6455.5,2.0,47.0,9129.0,0.00376,0.36516,-0.01908,47.166666666666664,LE1.Fast.C,LX1.Open.Fast.C,150.0,-136.0,0.6888
MNQ,Slow,2016-05-11 15:35:00,2016-05-16 15:35:00,6486.75,6510.0,2.0,93.0,9222.0,0.00744,0.36888,-0.01536,120.0,LE.Slow.C,LX1.Slow.C,191.0,-162.0,0.8045
MNQ,Fast,2016-05-11 15:50:00,2016-05-16 15:50:00,6489.0,6506.75,2.0,71.0,9293.0,0.00568,0.37172,-0.01252,120.0,LE2.Fast.C,LX2.Fast.C,200.0,-153.0,0.7676999999999999
MNQ,Slow,2016-05-17 15:35:00,2016-05-20 15:35:00,6456.75,6498.5,2.0,167.0,9460.0,0.01336,0.3784,-0.00584,72.0,LE.Slow.C,LX1.Slow.C,163.0,-230.0,0.8397
MNQ,Fast,2016-05-17 15:50:00,2016-05-18 15:50:00,6456.75,6470.75,2.0,56.0,9516.0,0.00448,0.38064,-0.0036,24.0,LE2.Fast.C,LX2.Fast.C,82.0,-150.0,0.5948
MNQ,Slow,2016-06-13 15:35:00,2016-06-21 15:30:00,6561.0,6544.0,2.0,-68.0,9448.0,-0.00544,0.37792,-0.00632,191.91666666666666,LE.Slow.C,LX1.Slow.C,261.0,-76.0,0.5727
MNQ,Fast,2016-06-13 15:50:00,2016-06-16 15:50:00,6559.5,6560.25,2.0,3.0,9451.0,0.00024,0.37804,-0.0062,72.0,LE2.Fast.C,LX2.Fast.C,255.0,-78.0,0.7748
MNQ,Fast,2016-06-17 15:50:00,2016-06-20 15:00:00,6504.75,6532.0,2.0,109.0,9560.0,0.00872,0.3824,-0.00184,71.16666666666667,LE2.Fast.C,LX1.Open.Fast.C,1.0,-301.0,0.3642
MNQ,Fast,2016-06-20 15:50:00,2016-06-21 15:50:00,6535.0,6540.5,2.0,22.0,9582.0,0.00176,0.38328,-0.00096,24.0,LE2.Fast.C,LX2.Fast.C,14.0,-96.0,0.3273
MNQ,Slow,2016-06-22 15:35:00,2016-06-23 15:35:00,6539.25,6607.5,2.0,273.0,9855.0,0.02184,0.3942,0.0,24.0,LE.Slow.C,LX1.Slow.C,7.0,-274.0,0.9964
MNQ,Fast,2016-06-22 15:50:00,2016-06-23 15:50:00,6539.25,6615.0,2.0,303.0,10158.0,0.02424,0.40632,0.0,24.0,LE2.Fast.C,LX2.Fast.C,7.0,-309.0,0.981
MNQ,Slow,2016-06-27 15:35:00,2016-06-29 15:35:00,6324.0,6505.0,2.0,724.0,10882.0,0.05792,0.43528,0.0,48.0,LE.Slow.C,LX1.Slow.C,30.0,-739.0,0.9804999999999999
MNQ,Fast,2016-06-27 15:50:00,2016-06-28 15:50:00,6320.5,6427.0,2.0,426.0,11308.0,0.03408,0.45232,0.0,24.0,LE2.Fast.C,LX2.Fast.C,16.0,-428.0,0.9954999999999999
MNQ,Slow,2016-08-24 15:35:00,2016-09-02 15:30:00,6930.25,6938.0,2.0,31.0,11339.0,0.00248,0.45356,0.0,215.91666666666666,LE.Slow.C,LX1.Slow.C,150.0,-123.0,0.6629999999999999
MNQ,Fast,2016-08-24 15:50:00,2016-08-29 15:50:00,6930.25,6938.25,2.0,32.0,11371.0,0.00256,0.45484,0.0,120.0,LE2.Fast.C,LX2.Fast.C,119.0,-122.0,0.6265999999999999
MNQ,Slow,2016-09-09 15:35:00,2016-09-12 15:35:00,6816.0,6909.25,2.0,373.0,11744.0,0.02984,0.46976,0.0,72.0,LE.Slow.C,LX.V140.Slow.C,172.0,-402.0,0.9495
MNQ,Fast,2016-09-09 15:50:00,2016-09-12 15:00:00,6819.5,6905.0,2.0,342.0,12086.0,0.02736,0.48344,0.0,71.16666666666667,LE2.Fast.C,LX1.Open.Fast.C,186.0,-388.0,0.9198999999999999
MNQ,Slow,2016-09-14 15:35:00,2016-09-15 15:35:00,6876.75,6961.75,2.0,340.0,12426.0,0.0272,0.49704,0.0,24.0,LE.Slow.C,LX1.Slow.C,51.0,-378.0,0.9114
MNQ,Slow,2016-09-20 15:35:00,2016-09-21 15:35:00,6949.25,6997.25,2.0,192.0,12618.0,0.01536,0.50472,0.0,24.0,LE.Slow.C,LX1.Slow.C,52.0,-212.0,0.9242
MNQ,Fast,2016-09-20 15:50:00,2016-09-21 15:50:00,6945.25,6996.0,2.0,203.0,12821.0,0.01624,0.51284,0.0,24.0,LE2.Fast.C,LX2.Fast.C,36.0,-228.0,0.9053
MNQ,Slow,2016-09-26 15:35:00,2016-09-27 15:35:00,6962.25,7008.0,2.0,183.0,13004.0,0.01464,0.52016,0.0,24.0,LE.Slow.C,LX1.Slow.C,55.0,-200.0,0.9333
MNQ,Fast,2016-09-26 15:50:00,2016-09-27 15:50:00,6962.75,7008.0,2.0,181.0,13185.0,0.01448,0.5274,0.0,24.0,LE2.Fast.C,LX2.Fast.C,57.0,-198.0,0.9333
MNQ,Fast,2016-10-12 15:50:00,2016-10-13 15:50:00,6958.75,6942.5,2.0,-65.0,13120.0,-0.0052,0.5248,-0.0026,24.0,LE2.Fast.C,LX2.Fast.C,226.0,-8.0,0.688
MNQ,Fast,2016-10-14 15:50:00,2016-10-18 15:00:00,6950.5,6984.25,2.0,135.0,13255.0,0.0108,0.5302,0.0,95.16666666666667,LE2.Fast.C,LX.Gap.Fast.C,87.0,-216.0,0.7326999999999999
MNQ,Slow,2016-10-18 15:35:00,2016-10-19 15:35:00,6974.0,6978.5,2.0,18.0,13273.0,0.00144,0.53092,0.0,24.0,LE.Slow.C,LX1.Slow.C,61.0,-56.0,0.6751999999999999
MNQ,Fast,2016-10-18 15:50:00,2016-10-19 15:50:00,6974.75,6979.5,2.0,19.0,13292.0,0.00152,0.53168,0.0,24.0,LE2.Fast.C,LX2.Fast.C,64.0,-53.0,0.7094
MNQ,Slow,2016-10-26 15:35:00,2016-11-07 15:35:00,7001.25,6924.25,2.0,-308.0,12984.0,-0.02464,0.51936,-0.01232,288.0,LE.Slow.C,LX1.Slow.C,809.0,-107.0,0.5468999999999999
MNQ,Fast,2016-10-26 15:50:00,2016-11-07 15:50:00,7001.75,6927.0,2.0,-299.0,12685.0,-0.02392,0.5074,-0.02428,288.0,LE2.Fast.C,LX2.Fast.C,811.0,-105.0,0.5589999999999999
MNQ,Slow,2016-11-30 15:35:00,2016-12-05 15:35:00,6968.5,6928.5,2.0,-160.0,12525.0,-0.0128,0.501,-0.03068,120.0,LE.Slow.C,LX1.Slow.C,477.0,-27.0,0.629
MNQ,Fast,2016-11-30 15:50:00,2016-12-05 15:00:00,6965.75,6925.75,2.0,-160.0,12365.0,-0.0128,0.4946,-0.03708,119.16666666666667,LE2.Fast.C,LX.Gap.Fast.C,466.0,-38.0,0.6071
MNQ,Slow,2016-12-16 15:30:00,2016-12-19 15:35:00,7065.25,7088.0,2.0,91.0,12456.0,0.00728,0.49824,-0.03344,72.08333333333333,LE.Slow.C,LX1.Slow.C,21.0,-200.0,0.5068
MNQ,Fast,2016-12-16 15:50:00,2016-12-19 15:00:00,7062.25,7082.0,2.0,79.0,12535.0,0.00632,0.5014,-0.03028,71.16666666666667,LE2.Fast.C,LX1.Open.Fast.C,3.0,-212.0,0.3814
MNQ,Fast,2016-12-19 15:50:00,2016-12-20 15:50:00,7089.25,7105.25,2.0,64.0,12599.0,0.00512,0.50396,-0.02772,24.0,LE2.Fast.C,LX2.Fast.C,7.0,-92.0,0.7172
MNQ,Slow,2016-12-28 15:35:00,2017-01-04 15:35:00,7073.5,7082.0,2.0,34.0,12633.0,0.00272,0.50532,-0.02636,168.0,LE.Slow.C,LX1.Slow.C,298.0,-72.0,0.8973
MNQ,Fast,2016-12-28 15:50:00,2017-01-03 15:50:00,7073.5,7055.25,2.0,-73.0,12560.0,-0.00584,0.5024,-0.02928,144.0,LE2.Fast.C,LX2.Fast.C,298.0,-62.0,0.625
MNQ,Fast,2017-03-02 15:50:00,2017-03-03 15:50:00,7509.0,7521.0,2.0,48.0,12608.0,0.00384,0.50432,-0.02736,24.0,LE2.Fast.C,LX2.Fast.C,63.0,-54.0,0.9487000000000001
MNQ,Slow,2017-03-22 15:20:00,2017-03-24 15:35:00,7510.5,7523.0,2.0,50.0,12658.0,0.004,0.50632,-0.02536,48.25,LE.Slow.C,LX1.Slow.C,73.0,-118.0,0.644
MNQ,Fast,2017-03-22 15:50:00,2017-03-23 15:50:00,7510.0,7503.25,2.0,-27.0,12631.0,-0.00216,0.50524,-0.02644,24.0,LE2.Fast.C,LX2.Fast.C,71.0,-54.0,0.35200000000000004
MNQ,Fast,2017-04-06 15:50:00,2017-04-07 15:50:00,7567.5,7566.25,2.0,-5.0,12626.0,-0.0004,0.50504,-0.02664,24.0,LE2.Fast.C,LX2.Fast.C,159.0,-54.0,0.723
MNQ,Slow,2017-04-12 15:35:00,2017-04-17 15:35:00,7516.5,7539.75,2.0,93.0,12719.0,0.00744,0.50876,-0.02292,120.0,LE.Slow.C,LX1.Slow.C,96.0,-112.0,0.9087000000000001
MNQ,Fast,2017-04-12 15:50:00,2017-04-17 15:00:00,7514.5,7543.0,2.0,114.0,12833.0,0.00912,0.51332,-0.01836,119.16666666666667,LE2.Fast.C,LX.Gap.Fast.C,88.0,-120.0,0.9712000000000001
MNQ,Slow,2017-04-19 15:30:00,2017-04-20 15:35:00,7541.75,7587.75,2.0,184.0,13017.0,0.01472,0.52068,-0.011,24.083333333333332,LE.Slow.C,LX1.Slow.C,11.0,-232.0,0.8025
MNQ,Slow,2017-04-26 15:35:00,2017-04-27 15:35:00,7682.0,7734.0,2.0,208.0,13225.0,0.01664,0.529,-0.00268,24.0,LE.Slow.C,LX1.Slow.C,11.0,-248.0,0.8456
MNQ,Fast,2017-04-26 15:50:00,2017-04-27 15:50:00,7683.0,7732.5,2.0,198.0,13423.0,0.01584,0.53692,0.0,24.0,LE2.Fast.C,LX2.Fast.C,15.0,-244.0,0.8223999999999999
MNQ,Fast,2017-05-03 15:50:00,2017-05-04 15:50:00,7755.5,7772.25,2.0,67.0,13490.0,0.00536,0.5396,0.0,24.0,LE2.Fast.C,LX2.Fast.C,27.0,-94.0,0.7768999999999999
MNQ,Slow,2017-05-19 15:30:00,2017-05-22 15:35:00,7798.5,7846.25,2.0,191.0,13681.0,0.01528,0.54724,0.0,72.08333333333333,LE.Slow.C,LX1.Slow.C,19.0,-202.0,0.9501999999999999
MNQ,Fast,2017-05-19 15:50:00,2017-05-22 15:00:00,7799.5,7848.0,2.0,194.0,13875.0,0.01552,0.555,0.0,71.16666666666667,LE2.Fast.C,LX1.Open.Fast.C,23.0,-198.0,0.9819
MNQ,Slow,2017-06-20 15:35:00,2017-06-21 15:35:00,7870.75,7932.5,2.0,247.0,14122.0,0.01976,0.56488,0.0,24.0,LE.Slow.C,LX1.Slow.C,137.0,-253.0,0.9845999999999999
MNQ,Fast,2017-06-20 15:50:00,2017-06-21 15:50:00,7867.75,7931.75,2.0,256.0,14378.0,0.02048,0.57512,0.0,24.0,LE2.Fast.C,LX2.Fast.C,125.0,-265.0,0.9769
MNQ,Slow,2017-07-06 15:35:00,2017-07-07 15:35:00,7736.0,7792.25,2.0,225.0,14603.0,0.018,0.58412,0.0,24.0,LE.Slow.C,LX1.Slow.C,28.0,-312.0,0.7441
MNQ,Fast,2017-07-06 15:50:00,2017-07-07 15:50:00,7738.0,7794.75,2.0,227.0,14830.0,0.01816,0.5932,0.0,24.0,LE2.Fast.C,LX2.Fast.C,36.0,-304.0,0.7735
MNQ,Slow,2017-08-10 15:35:00,2017-08-14 15:35:00,7923.25,8047.5,2.0,497.0,15327.0,0.03976,0.61308,0.0,96.0,LE.Slow.C,LX1.Slow.C,99.0,-524.0,0.9567
MNQ,Fast,2017-08-10 15:50:00,2017-08-11 15:50:00,7912.5,7973.5,2.0,244.0,15571.0,0.01952,0.62284,0.0,24.0,LE2.Fast.C,LX2.Fast.C,56.0,-283.0,0.885
MNQ,Slow,2017-08-17 15:35:00,2017-08-22 15:35:00,7938.25,8016.5,2.0,313.0,15884.0,0.02504,0.63536,0.0,120.0,LE.Slow.C,LX1.Slow.C,194.0,-325.0,0.9769
MNQ,Fast,2017-08-17 15:50:00,2017-08-18 15:50:00,7928.0,7936.0,2.0,32.0,15916.0,0.00256,0.63664,0.0,24.0,LE2.Fast.C,LX2.Fast.C,72.0,-178.0,0.41600000000000004
MNQ,Fast,2017-08-21 15:50:00,2017-08-22 15:50:00,7932.0,8019.25,2.0,349.0,16265.0,0.02792,0.6506,0.0,24.0,LE2.Fast.C,LX2.Fast.C,1.0,-350.0,0.9972
MNQ,Slow,2017-08-25 15:35:00,2017-08-29 15:30:00,7963.25,8007.5,2.0,177.0,16442.0,0.01416,0.65768,0.0,95.91666666666667,LE.Slow.C,LX1.Slow.C,194.0,-199.0,0.9440000000000001
MNQ,Fast,2017-08-25 15:50:00,2017-08-28 15:00:00,7962.25,7973.75,2.0,46.0,16488.0,0.00368,0.65952,0.0,71.16666666666667,LE2.Fast.C,LX1.Open.Fast.C,94.0,-125.0,0.6393
MNQ,Slow,2017-10-23 15:30:00,2017-10-26 15:35:00,8194.0,8224.25,2.0,121.0,16609.0,0.00968,0.66436,0.0,72.08333333333333,LE.Slow.C,LX1.Slow.C,211.0,-121.0,1.0
MNQ,Fast,2017-10-23 15:50:00,2017-10-24 15:50:00,8193.5,8205.25,2.0,47.0,16656.0,0.00376,0.66624,0.0,24.0,LE2.Fast.C,LX2.Fast.C,25.0,-117.0,0.507
MNQ,Slow,2017-11-15 15:35:00,2017-11-16 15:35:00,8397.0,8471.5,2.0,298.0,16954.0,0.02384,0.67816,0.0,24.0,LE.Slow.C,LX1.Slow.C,24.0,-367.0,0.8234999999999999
MNQ,Fast,2017-11-15 15:50:00,2017-11-16 15:50:00,8393.75,8473.0,2.0,317.0,17271.0,0.02536,0.69084,0.0,24.0,LE1.Fast.C,LX1.Fast.C,11.0,-380.0,0.8389
MNQ,Slow,2017-11-17 15:35:00,2017-11-20 15:35:00,8443.5,8446.0,2.0,10.0,17281.0,0.0008,0.69124,0.0,72.0,LE.Slow.C,LX1.Slow.C,88.0,-64.0,0.6446999999999999
MNQ,Fast,2017-11-17 15:50:00,2017-11-20 15:00:00,8441.0,8442.0,2.0,4.0,17285.0,0.00032,0.6914,0.0,71.16666666666667,LE2.Fast.C,LX1.Open.Fast.C,78.0,-74.0,0.5395
MNQ,Fast,2017-11-20 15:50:00,2017-11-21 15:50:00,8446.75,8509.5,2.0,251.0,17536.0,0.02008,0.70144,0.0,24.0,LE2.Fast.C,LX2.Fast.C,21.0,-275.0,0.9189
MNQ,Slow,2017-12-14 15:30:00,2017-12-15 15:35:00,8521.5,8611.5,2.0,360.0,17896.0,0.0288,0.71584,0.0,24.083333333333332,LE.Slow.C,LX1.Slow.C,37.0,-363.0,0.9925
MNQ,Fast,2017-12-14 15:50:00,2017-12-15 15:50:00,8516.5,8610.75,2.0,377.0,18273.0,0.03016,0.73092,0.0,24.0,LE2.Fast.C,LX2.Fast.C,17.0,-384.0,0.9825
MNQ,Slow,2017-12-21 15:35:00,2018-01-02 15:20:00,8603.5,8625.5,2.0,88.0,18361.0,0.00704,0.73444,0.0,287.75,LE.Slow.C,LX1.Slow.C,435.0,-125.0,0.9339
MNQ,Fast,2017-12-21 15:50:00,2018-01-02 15:50:00,8602.75,8626.75,2.0,96.0,18457.0,0.00768,0.73828,0.0,288.0,LE2.Fast.C,LX2.Fast.C,432.0,-128.0,0.9429000000000001
MNQ,Fast,2018-01-31 15:50:00,2018-02-02 15:50:00,9036.25,8869.25,2.0,-668.0,17789.0,-0.05344,0.71156,-0.02672,48.0,LE2.Fast.C,LX2.V140.Fast.C,690.0,-252.0,0.023399999999999997
MNQ,Slow,2018-02-01 15:35:00,2018-02-02 15:35:00,9017.75,8869.25,2.0,-594.0,17195.0,-0.04752,0.6878,-0.05048,24.0,LE.Slow.C,LX.V140.Slow.C,616.0,-229.0,0.026000000000000002
MNQ,Slow,2018-04-09 15:35:00,2018-04-10 15:20:00,8582.25,8710.25,2.0,512.0,17707.0,0.04096,0.70828,-0.03,23.75,LE.Slow.C,LX1.Slow.C,97.0,-623.0,0.8458
MNQ,Fast,2018-04-09 15:50:00,2018-04-10 15:00:00,8575.75,8715.25,2.0,558.0,18265.0,0.04464,0.7306,-0.00768,23.166666666666668,LE1.Fast.C,LX.Gap.Fast.C,71.0,-649.0,0.8736
MNQ,Slow,2018-04-11 15:30:00,2018-04-12 15:30:00,8678.5,8756.5,2.0,312.0,18577.0,0.02496,0.74308,0.0,24.0,LE.Slow.C,LX1.Slow.C,10.0,-406.0,0.774
MNQ,Fast,2018-04-11 15:50:00,2018-04-12 15:50:00,8681.25,8758.0,2.0,307.0,18884.0,0.02456,0.75536,0.0,24.0,LE2.Fast.C,LX2.Fast.C,21.0,-395.0,0.7885
MNQ,Slow,2018-04-13 15:35:00,2018-04-16 15:20:00,8724.25,8798.75,2.0,298.0,19182.0,0.02384,0.76728,0.0,71.75,LE.Slow.C,LX1.Slow.C,5.0,-336.0,0.8886
MNQ,Fast,2018-04-13 15:50:00,2018-04-16 15:00:00,8725.25,8779.5,2.0,217.0,19399.0,0.01736,0.77596,0.0,71.16666666666667,LE2.Fast.C,LX1.Open.Fast.C,5.0,-284.0,0.7681999999999999
MNQ,Slow,2018-04-20 15:35:00,2018-04-26 15:20:00,8763.0,8822.25,2.0,237.0,19636.0,0.01896,0.78544,0.0,143.75,LE.Slow.C,LX1.Slow.C,990.0,-241.0,0.9968
MNQ,Fast,2018-04-20 15:50:00,2018-04-25 15:50:00,8762.25,8654.25,2.0,-432.0,19204.0,-0.03456,0.76816,-0.01728,120.0,LE2.Fast.C,LX2.Fast.C,987.0,-208.0,0.4644
MNQ,Slow,2018-04-30 15:35:00,2018-05-01 15:35:00,8699.5,8777.25,2.0,311.0,19515.0,0.02488,0.7806,-0.00484,24.0,LE.Slow.C,LX1.Slow.C,138.0,-340.0,0.9393
MNQ,Fast,2018-04-30 15:50:00,2018-05-01 15:50:00,8696.0,8814.5,2.0,474.0,19989.0,0.03792,0.79956,0.0,24.0,LE1.Fast.C,LX1.Fast.C,124.0,-521.0,0.9270999999999999
MNQ,Slow,2018-05-02 15:35:00,2018-05-03 15:30:00,8720.5,8749.0,2.0,114.0,20103.0,0.00912,0.80412,0.0,23.916666666666668,LE.Slow.C,LX1.Slow.C,385.0,-149.0,0.9345
MNQ,Fast,2018-05-02 15:50:00,2018-05-03 15:50:00,8724.25,8748.75,2.0,98.0,20201.0,0.00784,0.80804,0.0,24.0,LE2.Fast.C,LX2.Fast.C,400.0,-134.0,0.9326000000000001
MNQ,Slow,2018-05-18 15:35:00,2018-05-21 15:35:00,8961.0,9001.5,2.0,162.0,20363.0,0.01296,0.81452,0.0,72.0,LE.Slow.C,LX1.Slow.C,7.0,-329.0,0.503
MNQ,Fast,2018-05-18 15:50:00,2018-05-21 15:00:00,8961.25,8998.25,2.0,148.0,20511.0,0.01184,0.82044,0.0,71.16666666666667,LE2.Fast.C,LX1.Open.Fast.C,8.0,-328.0,0.4643
MNQ,Fast,2018-05-21 15:50:00,2018-05-22 15:50:00,8999.5,8998.5,2.0,-4.0,20507.0,-0.00032,0.82028,-0.00016,24.0,LE2.Fast.C,LX2.Fast.C,93.0,-166.0,0.3436
MNQ,Slow,2018-05-22 15:30:00,2018-05-23 15:35:00,8994.75,9043.25,2.0,194.0,20701.0,0.01552,0.82804,0.0,24.083333333333332,LE.Slow.C,LX1.Slow.C,315.0,-212.0,0.9658
MNQ,Slow,2018-06-13 15:35:00,2018-06-14 15:35:00,9293.25,9373.25,2.0,320.0,21021.0,0.0256,0.84084,0.0,24.0,LE.Slow.C,LX1.Slow.C,103.0,-360.0,0.9136
MNQ,Fast,2018-06-21 15:50:00,2018-06-22 15:00:00,9295.75,9293.75,2.0,-8.0,21013.0,-0.00064,0.84052,-0.00032,23.166666666666668,LE2.Fast.C,LX.Gap.Fast.C,141.0,-162.0,0.4389
MNQ,Slow,2018-06-22 15:20:00,2018-06-25 15:35:00,9285.75,9134.0,2.0,-607.0,20406.0,-0.04856,0.81624,-0.0246,72.25,LE.Slow.C,LX.V140.Slow.C,912.0,-7.0,0.3319
MNQ,Fast,2018-06-22 15:50:00,2018-06-25 15:50:00,9282.5,9136.25,2.0,-585.0,19821.0,-0.0468,0.79284,-0.048,72.0,LE2.Fast.C,LX2.V140.Fast.C,899.0,-10.0,0.3454
MNQ,Slow,2018-06-27 15:35:00,2018-06-29 15:35:00,9062.75,9135.25,2.0,290.0,20111.0,0.0232,0.80444,-0.0364,48.0,LE.Slow.C,LX1.Slow.C,178.0,-493.0,0.6975
MNQ,Fast,2018-06-27 15:50:00,2018-06-28 15:50:00,9059.5,9122.25,2.0,251.0,20362.0,0.02008,0.81448,-0.02636,24.0,LE2.Fast.C,LX2.Fast.C,165.0,-317.0,0.8631
MNQ,Fast,2018-06-29 15:50:00,2018-07-02 15:00:00,9133.0,9170.75,2.0,151.0,20513.0,0.01208,0.82052,-0.02032,71.16666666666667,LE2.Fast.C,LX1.Open.Fast.C,333.0,-167.0,0.968
MNQ,Slow,2018-07-16 15:35:00,2018-07-17 15:35:00,9386.25,9484.25,2.0,392.0,20905.0,0.03136,0.8362,-0.00464,24.0,LE.Slow.C,LX1.Slow.C,126.0,-448.0,0.9024
MNQ,Slow,2018-07-20 15:35:00,2018-07-23 15:35:00,9422.25,9488.25,2.0,264.0,21169.0,0.02112,0.84676,0.0,72.0,LE.Slow.C,LX1.Slow.C,194.0,-291.0,0.9443
MNQ,Fast,2018-07-20 15:50:00,2018-07-23 15:00:00,9428.25,9445.5,2.0,69.0,21238.0,0.00552,0.84952,0.0,71.16666666666667,LE2.Fast.C,LX1.Open.Fast.C,218.0,-98.0,0.9081999999999999
MNQ,Slow,2018-07-30 15:35:00,2018-08-02 15:35:00,9264.25,9447.25,2.0,732.0,21970.0,0.05856,0.8788,0.0,72.0,LE.Slow.C,LX1.Slow.C,51.0,-753.0,0.9739
MNQ,Fast,2018-07-30 15:50:00,2018-07-31 15:50:00,9270.5,9348.75,2.0,313.0,22283.0,0.02504,0.89132,0.0,24.0,LE2.Fast.C,LX2.Fast.C,76.0,-359.0,0.8943000000000001
MNQ,Fast,2018-08-09 15:50:00,2018-08-14 15:50:00,9535.5,9523.0,2.0,-50.0,22233.0,-0.004,0.88932,-0.002,120.0,LE2.Fast.C,LX2.Fast.C,380.0,-23.0,0.8189
MNQ,Slow,2018-08-13 15:35:00,2018-08-14 15:35:00,9480.0,9520.25,2.0,161.0,22394.0,0.01288,0.89576,0.0,24.0,LE.Slow.C,LX1.Slow.C,83.0,-189.0,0.8970999999999999
MNQ,Slow,2018-08-21 15:20:00,2018-08-22 15:30:00,9458.5,9495.0,2.0,146.0,22540.0,0.01168,0.9016,0.0,24.166666666666668,LE.Slow.C,LX1.Slow.C,177.0,-194.0,0.8706
MNQ,Fast,2018-08-21 15:50:00,2018-08-22 15:50:00,9455.0,9497.25,2.0,169.0,22709.0,0.01352,0.90836,0.0,24.0,LE2.Fast.C,LX2.Fast.C,163.0,-208.0,0.8948999999999999
MNQ,Slow,2018-08-23 15:30:00,2018-08-24 15:35:00,9486.5,9558.25,2.0,287.0,22996.0,0.02296,0.91984,0.0,24.083333333333332,LE.Slow.C,LX1.Slow.C,6.0,-301.0,0.9544
MNQ,Fast,2018-08-23 15:50:00,2018-08-24 15:50:00,9489.0,9559.5,2.0,282.0,23278.0,0.02256,0.93112,0.0,24.0,LE2.Fast.C,LX2.Fast.C,16.0,-291.0,0.9706999999999999
MNQ,Slow,2018-09-06 15:35:00,2018-09-11 15:35:00,9519.0,9575.0,2.0,224.0,23502.0,0.01792,0.94008,0.0,120.0,LE.Slow.C,LX1.Slow.C,255.0,-272.0,0.9089
MNQ,Fast,2018-09-06 15:50:00,2018-09-10 15:50:00,9516.5,9523.25,2.0,27.0,23529.0,0.00216,0.94116,0.0,96.0,LE2.Fast.C,LX2.Fast.C,245.0,-162.0,0.6683
MNQ,Slow,2018-09-17 15:35:00,2018-09-20 15:35:00,9499.25,9643.75,2.0,578.0,24107.0,0.04624,0.96428,0.0,72.0,LE.Slow.C,LX1.Slow.C,171.0,-594.0,0.9791
MNQ,Fast,2018-09-17 15:50:00,2018-09-18 15:50:00,9496.0,9561.0,2.0,260.0,24367.0,0.0208,0.97468,0.0,24.0,LE2.Fast.C,LX2.Fast.C,158.0,-410.0,0.7359
MNQ,Slow,2018-10-02 15:20:00,2018-10-03 15:35:00,9687.5,9698.5,2.0,44.0,24411.0,0.00352,0.97644,0.0,24.25,LE.Slow.C,LX1.Slow.C,47.0,-202.0,0.3655
MNQ,Fast,2018-10-02 15:50:00,2018-10-04 15:50:00,9690.0,9547.5,2.0,-570.0,23841.0,-0.0456,0.95364,-0.0228,48.0,LE2.Fast.C,LX2.V140.Fast.C,797.0,-192.0,0.22949999999999998
MNQ,Slow,2018-10-19 15:35:00,2018-10-23 15:35:00,9141.5,9174.75,2.0,133.0,23974.0,0.01064,0.95896,-0.01748,96.0,LE.Slow.C,LX.V140.Slow.C,653.0,-413.0,0.7373000000000001
MNQ,Fast,2018-10-19 15:50:00,2018-10-22 15:00:00,9138.0,9202.0,2.0,256.0,24230.0,0.02048,0.9692,-0.00724,71.16666666666667,LE1.Fast.C,LX.Gap.Fast.C,187.0,-427.0,0.7215
