Instrument,Strategy,Entry_Date,Exit_Date,Entry_Price,Exit_Price,Contracts,PnL,Cumulative_PnL,PnL_%,Cumulative_PnL_%,Peak_to_Peak_DD_%,Duration_Hours,Entry_Signal,Exit_Signal,Max_Favorable_Excursion,Max_Adverse_Excursion,Trade_Efficiency
MNQ,Fast,2018-10-22 15:50:00,2018-10-23 15:50:00,9190.5,9167.5,2.0,-92.0,24138.0,-0.00736,0.96552,-0.01092,24.0,LE2.Fast.C,LX2.Fast.C,849.0,-31.0,0.8602
MNQ,Slow,2018-10-25 15:35:00,2018-10-26 15:35:00,8963.75,8926.75,2.0,-148.0,23990.0,-0.01184,0.9596,-0.01684,24.0,LE.Slow.C,LX.V140.Slow.C,781.0,-228.0,0.6274000000000001
MNQ,Slow,2018-11-13 15:35:00,2018-11-15 15:35:00,8884.0,8929.75,2.0,183.0,24173.0,0.01464,0.96692,-0.00952,48.0,LE.Slow.C,LX1.Slow.C,550.0,-319.0,0.8434999999999999
MNQ,Fast,2018-11-13 15:50:00,2018-11-14 15:00:00,8890.0,8816.25,2.0,-295.0,23878.0,-0.0236,0.95512,-0.02132,23.166666666666668,LE2.Fast.C,LX.Gap.Fast.C,439.0,-295.0,0.1962
MNQ,Fast,2018-11-14 15:50:00,2018-11-15 15:50:00,8800.5,8911.0,2.0,442.0,24320.0,0.03536,0.9728,-0.00364,24.0,LE2.Fast.C,LX2.Fast.C,216.0,-617.0,0.7898999999999999
MNQ,Slow,2018-11-21 15:35:00,2018-11-26 15:35:00,8612.0,8697.25,2.0,341.0,24661.0,0.02728,0.98644,0.0,120.0,LE.Slow.C,LX1.Slow.C,331.0,-475.0,0.8337
MNQ,Fast,2018-11-21 15:50:00,2018-11-26 15:50:00,8611.75,8681.5,2.0,279.0,24940.0,0.02232,0.9976,0.0,120.0,LE2.Fast.C,LX2.Fast.C,330.0,-476.0,0.7556
MNQ,Slow,2018-12-10 15:35:00,2018-12-12 15:30:00,8734.25,8800.75,2.0,266.0,25206.0,0.02128,1.00824,0.0,47.916666666666664,LE.Slow.C,LX1.Slow.C,195.0,-688.0,0.5221
MNQ,Fast,2018-12-12 15:50:00,2018-12-13 15:50:00,8788.0,8782.25,2.0,-23.0,25183.0,-0.00184,1.00732,-0.00092,24.0,LE2.Fast.C,LX2.Fast.C,118.0,-344.0,0.20559999999999998
MNQ,Slow,2018-12-14 15:35:00,2018-12-20 15:30:00,8629.0,8332.0,2.0,-1188.0,23995.0,-0.09504,0.9598,-0.04844,143.91666666666666,LE.Slow.C,LX.V140.Slow.C,1759.0,-145.0,0.2999
MNQ,Fast,2018-12-14 15:50:00,2018-12-18 15:00:00,8622.5,8556.0,2.0,-266.0,23729.0,-0.02128,0.94916,-0.05908,95.16666666666667,LE1.Fast.C,LX.Gap.Fast.C,760.0,-171.0,0.5306000000000001
MNQ,Fast,2018-12-18 15:50:00,2018-12-19 15:00:00,8488.0,8384.75,2.0,-413.0,23316.0,-0.03304,0.93264,-0.0756,23.166666666666668,LE2.Fast.C,LX.Gap.Fast.C,710.0,-525.0,0.24050000000000002
MNQ,Fast,2019-01-03 15:50:00,2019-01-04 15:00:00,8180.25,8433.25,2.0,1012.0,24328.0,0.08096,0.97312,-0.03512,23.166666666666668,LE1.Fast.C,LX.Gap.Fast.C,138.0,-1164.0,0.8833
MNQ,Slow,2019-01-16 15:35:00,2019-01-17 15:35:00,8677.5,8727.5,2.0,200.0,24528.0,0.016,0.98112,-0.02712,24.0,LE.Slow.C,LX1.Slow.C,224.0,-367.0,0.7173999999999999
MNQ,Fast,2019-01-16 15:50:00,2019-01-17 15:50:00,8676.0,8738.75,2.0,251.0,24779.0,0.02008,0.99116,-0.01708,24.0,LE2.Fast.C,LX2.Fast.C,218.0,-373.0,0.7936
MNQ,Slow,2019-01-24 15:35:00,2019-01-25 15:35:00,8685.75,8799.75,2.0,456.0,25235.0,0.03648,1.0094,0.0,24.0,LE.Slow.C,LX1.Slow.C,14.0,-536.0,0.8545
MNQ,Slow,2019-02-13 15:35:00,2019-02-14 15:35:00,9025.75,9039.25,2.0,54.0,25289.0,0.00432,1.01156,0.0,24.0,LE.Slow.C,LX1.Slow.C,178.0,-164.0,0.6784
MNQ,Fast,2019-02-26 15:50:00,2019-02-27 15:50:00,9125.75,9133.5,2.0,31.0,25320.0,0.00248,1.0128,0.0,24.0,LE2.Fast.C,LX2.Fast.C,274.0,-61.0,0.9104000000000001
MNQ,Slow,2019-03-06 15:35:00,2019-03-11 15:35:00,9119.0,9174.0,2.0,220.0,25540.0,0.0176,1.0216,0.0,120.0,LE.Slow.C,LX1.Slow.C,686.0,-240.0,0.9784
MNQ,Fast,2019-03-06 15:50:00,2019-03-08 15:50:00,9118.25,9039.5,2.0,-315.0,25225.0,-0.0252,1.009,-0.0126,48.0,LE2.Fast.C,LX2.Fast.C,683.0,-60.0,0.4953
MNQ,Slow,2019-04-29 15:35:00,2019-05-03 15:35:00,9795.5,9846.75,2.0,205.0,25430.0,0.0164,1.0172,-0.0044,96.0,LE.Slow.C,LX1.Slow.C,526.0,-214.0,0.9878
MNQ,Fast,2019-05-01 15:50:00,2019-05-02 15:00:00,9724.0,9712.25,2.0,-47.0,25383.0,-0.00376,1.01532,-0.00628,23.166666666666668,LE2.Fast.C,LX.Gap.Fast.C,240.0,-251.0,0.3931
MNQ,Fast,2019-05-02 15:50:00,2019-05-03 15:00:00,9720.25,9840.0,2.0,479.0,25862.0,0.03832,1.03448,0.0,23.166666666666668,LE2.Fast.C,LX.Gap.Fast.C,15.0,-501.0,0.9573999999999999
MNQ,Slow,2019-05-20 15:35:00,2019-06-03 15:30:00,9376.25,8978.0,2.0,-1593.0,24269.0,-0.12744,0.97076,-0.06372,335.9166666666667,LE.Slow.C,LX.V140.Slow.C,1816.0,-363.0,0.1023
MNQ,Fast,2019-05-20 15:50:00,2019-05-21 15:50:00,9383.5,9442.75,2.0,237.0,24506.0,0.01896,0.98024,-0.05424,24.0,LE2.Fast.C,LX2.Fast.C,8.0,-334.0,0.7164
MNQ,Fast,2019-05-23 15:50:00,2019-05-30 15:50:00,9296.25,9235.0,2.0,-245.0,24261.0,-0.0196,0.97044,-0.06404,168.0,LE2.Fast.C,LX2.Fast.C,525.0,-260.0,0.3567
MNQ,Fast,2019-05-31 15:50:00,2019-06-03 15:50:00,9116.25,8984.5,2.0,-527.0,23734.0,-0.04216,0.94936,-0.08512,72.0,LE2.Fast.C,LX2.V140.Fast.C,776.0,-18.0,0.3136
MNQ,Slow,2019-06-11 15:35:00,2019-06-12 15:35:00,9501.5,9456.75,2.0,-179.0,23555.0,-0.01432,0.9422,-0.09228,24.0,LE.Slow.C,LX1.Slow.C,235.0,-45.0,0.2
MNQ,Slow,2019-06-25 15:35:00,2019-06-27 15:35:00,9584.0,9646.0,2.0,248.0,23803.0,0.01984,0.95212,-0.08236,48.0,LE.Slow.C,LX1.Slow.C,49.0,-363.0,0.7209
MNQ,Fast,2019-06-25 15:50:00,2019-06-26 15:00:00,9587.75,9614.5,2.0,107.0,23910.0,0.00856,0.9564,-0.07808,23.166666666666668,LE2.Fast.C,LX.Gap.Fast.C,64.0,-348.0,0.415
MNQ,Fast,2019-06-26 15:50:00,2019-06-27 15:50:00,9599.75,9646.5,2.0,187.0,24097.0,0.01496,0.96388,-0.0706,24.0,LE2.Fast.C,LX2.Fast.C,12.0,-291.0,0.6568
MNQ,Slow,2019-07-17 15:35:00,2019-07-22 15:30:00,9842.25,9882.25,2.0,160.0,24257.0,0.0128,0.97028,-0.0642,119.91666666666667,LE.Slow.C,LX1.Slow.C,286.0,-376.0,0.6737000000000001
MNQ,Fast,2019-07-17 15:50:00,2019-07-18 15:50:00,9834.25,9903.75,2.0,278.0,24535.0,0.02224,0.9814,-0.05308,24.0,LE2.Fast.C,LX2.Fast.C,182.0,-293.0,0.9684
MNQ,Fast,2019-07-19 15:50:00,2019-07-22 15:00:00,9793.0,9873.75,2.0,323.0,24858.0,0.02584,0.99432,-0.04016,71.16666666666667,LE2.Fast.C,LX1.Open.Fast.C,89.0,-396.0,0.8495
MNQ,Slow,2019-08-02 15:35:00,2019-08-08 15:35:00,9657.25,9690.25,2.0,132.0,24990.0,0.01056,0.9996,-0.03488,144.0,LE.Slow.C,LX1.Slow.C,1906.0,-146.0,0.9932
MNQ,Fast,2019-08-02 15:50:00,2019-08-06 15:50:00,9662.0,9476.25,2.0,-743.0,24247.0,-0.05944,0.96988,-0.0646,96.0,LE2.Fast.C,LX2.Fast.C,1925.0,-12.0,0.6102000000000001
MNQ,Slow,2019-08-12 15:35:00,2019-08-13 15:35:00,9520.25,9703.25,2.0,732.0,24979.0,0.05856,0.99916,-0.03532,24.0,LE.Slow.C,LX1.Slow.C,203.0,-899.0,0.8484999999999999
MNQ,Fast,2019-08-12 15:50:00,2019-08-13 15:50:00,9523.75,9709.25,2.0,742.0,25721.0,0.05936,1.02884,-0.00564,24.0,LE1.Fast.C,LX1.Fast.C,217.0,-885.0,0.8702
MNQ,Slow,2019-08-14 15:35:00,2019-08-16 15:35:00,9445.5,9562.5,2.0,468.0,26189.0,0.03744,1.04756,0.0,48.0,LE.Slow.C,LX1.Slow.C,405.0,-570.0,0.8954000000000001
MNQ,Fast,2019-08-14 15:50:00,2019-08-15 15:50:00,9440.25,9454.75,2.0,58.0,26247.0,0.00464,1.04988,0.0,24.0,LE2.Fast.C,LX2.Fast.C,384.0,-355.0,0.5981000000000001
MNQ,Slow,2019-08-20 15:35:00,2019-08-21 15:35:00,9626.75,9707.25,2.0,322.0,26569.0,0.02576,1.06276,0.0,24.0,LE.Slow.C,LX1.Slow.C,78.0,-379.0,0.8753
MNQ,Fast,2019-08-20 15:50:00,2019-08-21 15:50:00,9612.25,9711.0,2.0,395.0,26964.0,0.0316,1.07856,0.0,24.0,LE2.Fast.C,LX2.Fast.C,20.0,-437.0,0.9081
MNQ,Slow,2019-09-03 15:35:00,2019-09-04 15:35:00,9572.25,9678.0,2.0,423.0,27387.0,0.03384,1.09548,0.0,24.0,LE.Slow.C,LX1.Slow.C,33.0,-453.0,0.9383
MNQ,Fast,2019-09-03 15:50:00,2019-09-04 15:50:00,9573.75,9681.5,2.0,431.0,27818.0,0.03448,1.11272,0.0,24.0,LE2.Fast.C,LX2.Fast.C,39.0,-447.0,0.9671
MNQ,Slow,2019-09-20 15:35:00,2019-09-30 15:35:00,9765.5,9721.0,2.0,-178.0,27640.0,-0.01424,1.1056,-0.00712,240.0,LE.Slow.C,LX1.Slow.C,760.0,-294.0,0.5522
MNQ,Fast,2019-09-20 15:50:00,2019-09-23 15:00:00,9764.25,9782.0,2.0,71.0,27711.0,0.00568,1.10844,-0.00428,71.16666666666667,LE2.Fast.C,LX1.Open.Fast.C,87.0,-270.0,0.4426
MNQ,Fast,2019-09-24 15:50:00,2019-09-25 15:50:00,9672.25,9756.75,2.0,338.0,28049.0,0.02704,1.12196,0.0,24.0,LE2.Fast.C,LX2.Fast.C,295.0,-427.0,0.8767
MNQ,Slow,2019-10-01 15:35:00,2019-10-03 15:35:00,9630.75,9590.5,2.0,-161.0,27888.0,-0.01288,1.11552,-0.00644,48.0,LE.Slow.C,LX1.Slow.C,885.0,-138.0,0.7077
MNQ,Fast,2019-10-02 15:50:00,2019-10-03 15:50:00,9481.0,9592.75,2.0,447.0,28335.0,0.03576,1.1334,0.0,24.0,LE2.Fast.C,LX2.Fast.C,286.0,-454.0,0.9904999999999999
MNQ,Slow,2019-10-08 15:35:00,2019-10-09 15:35:00,9557.25,9635.5,2.0,313.0,28648.0,0.02504,1.14592,0.0,24.0,LE.Slow.C,LX1.Slow.C,70.0,-437.0,0.7554000000000001
MNQ,Fast,2019-10-08 15:50:00,2019-10-09 15:50:00,9554.5,9639.25,2.0,339.0,28987.0,0.02712,1.15948,0.0,24.0,LE2.Fast.C,LX2.Fast.C,59.0,-448.0,0.785
MNQ,Slow,2019-10-22 15:35:00,2019-10-24 15:35:00,9793.25,9860.75,2.0,270.0,29257.0,0.0216,1.17028,0.0,48.0,LE.Slow.C,LX1.Slow.C,192.0,-506.0,0.6618999999999999
MNQ,Fast,2019-10-22 15:50:00,2019-10-23 15:55:00,9776.25,9841.75,2.0,262.0,29519.0,0.02096,1.18076,0.0,24.083333333333332,LE2.Fast.C,LX2.Fast.C,124.0,-306.0,0.8976999999999999
MNQ,Fast,2019-10-24 15:50:00,2019-10-25 15:50:00,9860.75,9972.0,2.0,445.0,29964.0,0.0356,1.19856,0.0,24.0,LE2.Fast.C,LX2.Fast.C,31.0,-462.0,0.9655
MNQ,Slow,2019-10-29 15:20:00,2019-10-30 15:35:00,9989.75,10047.75,2.0,232.0,30196.0,0.01856,1.20784,0.0,24.25,LE.Slow.C,LX1.Slow.C,137.0,-239.0,0.9814
MNQ,Slow,2019-11-21 15:35:00,2019-11-25 15:35:00,10208.25,10310.25,2.0,408.0,30604.0,0.03264,1.22416,0.0,96.0,LE.Slow.C,LX1.Slow.C,161.0,-416.0,0.9861
MNQ,Fast,2019-11-21 15:50:00,2019-11-22 15:50:00,10210.25,10215.0,2.0,19.0,30623.0,0.00152,1.22492,0.0,24.0,LE1.Fast.C,LX1.Fast.C,169.0,-151.0,0.5875
MNQ,Slow,2019-12-02 15:35:00,2019-12-06 15:20:00,10250.5,10334.75,2.0,337.0,30960.0,0.02696,1.2384,0.0,95.75,LE.Slow.C,LX1.Slow.C,589.0,-374.0,0.9616
MNQ,Fast,2019-12-02 15:50:00,2019-12-04 15:50:00,10247.0,10230.0,2.0,-68.0,30892.0,-0.00544,1.23568,-0.00272,48.0,LE2.Fast.C,LX2.Fast.C,575.0,-100.0,0.7511
MNQ,Slow,2019-12-09 15:35:00,2019-12-10 15:35:00,10289.75,10297.75,2.0,32.0,30924.0,0.00256,1.23696,-0.00144,24.0,LE.Slow.C,LX1.Slow.C,232.0,-173.0,0.6518999999999999
MNQ,Fast,2019-12-09 15:50:00,2019-12-10 15:00:00,10284.0,10282.75,2.0,-5.0,30919.0,-0.0004,1.23676,-0.00164,23.166666666666668,LE2.Fast.C,LX.Gap.Fast.C,209.0,-196.0,0.5036999999999999
MNQ,Fast,2019-12-10 15:50:00,2019-12-11 15:50:00,10300.5,10341.5,2.0,164.0,31083.0,0.01312,1.24332,0.0,24.0,LE2.Fast.C,LX2.Fast.C,83.0,-180.0,0.9392
MNQ,Slow,2020-01-22 15:35:00,2020-01-23 15:20:00,11108.25,11159.25,2.0,204.0,31287.0,0.01632,1.25148,0.0,23.75,LE.Slow.C,LX1.Slow.C,185.0,-220.0,0.9605
MNQ,Fast,2020-01-22 15:50:00,2020-01-23 15:50:00,11095.25,11160.25,2.0,260.0,31547.0,0.0208,1.26188,0.0,24.0,LE2.Fast.C,LX2.Fast.C,133.0,-272.0,0.9704
MNQ,Slow,2020-01-27 15:35:00,2020-01-30 15:35:00,10865.25,11128.5,2.0,1053.0,32600.0,0.08424,1.304,0.0,72.0,LE.Slow.C,LX1.Slow.C,10.0,-1074.0,0.9806
MNQ,Slow,2020-03-05 15:35:00,2020-03-11 15:35:00,10565.5,9918.25,2.0,-2589.0,30011.0,-0.20712,1.20044,-0.10356,144.0,LE.Slow.C,LX.V140.Slow.C,3417.0,-283.0,0.2238
MNQ,Fast,2020-03-05 15:50:00,2020-03-10 15:50:00,10575.75,10237.25,2.0,-1354.0,28657.0,-0.10832,1.14628,-0.15772,120.0,LE2.Fast.C,LX2.Fast.C,3458.0,-242.0,0.5686
MNQ,Slow,2020-04-01 15:35:00,2020-04-02 15:35:00,9360.0,9550.0,2.0,760.0,29417.0,0.0608,1.17668,-0.12732,24.0,LE.Slow.C,LX1.Slow.C,251.0,-873.0,0.8995000000000001
MNQ,Fast,2020-04-01 15:50:00,2020-04-02 15:50:00,9385.75,9548.0,2.0,649.0,30066.0,0.05192,1.20264,-0.10136,24.0,LE1.Fast.C,LX1.Fast.C,354.0,-770.0,0.8923000000000001
MNQ,Slow,2020-04-07 15:35:00,2020-04-08 15:35:00,9935.75,10112.5,2.0,707.0,30773.0,0.05656,1.23092,-0.07308,24.0,LE.Slow.C,LX1.Slow.C,244.0,-912.0,0.8227
MNQ,Fast,2020-04-07 15:50:00,2020-04-08 15:50:00,9918.0,10126.25,2.0,833.0,31606.0,0.06664,1.26424,-0.03976,24.0,LE2.Fast.C,LX2.Fast.C,173.0,-983.0,0.8702
MNQ,Slow,2020-04-20 15:35:00,2020-04-24 15:30:00,10618.25,10688.75,2.0,282.0,31888.0,0.02256,1.27552,-0.02848,95.91666666666667,LE.Slow.C,LX1.Slow.C,1418.0,-430.0,0.9198999999999999
MNQ,Fast,2020-04-21 15:50:00,2020-04-22 15:50:00,10345.25,10552.75,2.0,830.0,32718.0,0.0664,1.30872,0.0,24.0,LE2.Fast.C,LX2.Fast.C,96.0,-1103.0,0.7723
MNQ,Fast,2020-04-23 15:50:00,2020-04-24 15:50:00,10530.5,10689.5,2.0,636.0,33354.0,0.05088,1.33416,0.0,24.0,LE2.Fast.C,LX2.Fast.C,443.0,-781.0,0.8815000000000001
MNQ,Fast,2020-04-28 15:50:00,2020-04-29 15:50:00,10627.75,11024.0,2.0,1585.0,34939.0,0.1268,1.39756,0.0,24.0,LE2.Fast.C,LX2.Fast.C,39.0,-1612.0,0.9836
MNQ,Fast,2020-04-30 15:50:00,2020-05-04 15:50:00,10793.0,10723.75,2.0,-277.0,34662.0,-0.02216,1.38648,-0.01108,96.0,LE2.Fast.C,LX2.Fast.C,1258.0,-55.0,0.7471
MNQ,Slow,2020-05-06 15:35:00,2020-05-07 15:20:00,10875.0,11032.25,2.0,629.0,35291.0,0.05032,1.41164,0.0,23.75,LE.Slow.C,LX1.Slow.C,93.0,-691.0,0.9209
MNQ,Fast,2020-05-06 15:50:00,2020-05-07 15:00:00,10868.5,11006.25,2.0,551.0,35842.0,0.04408,1.43368,0.0,23.166666666666668,LE2.Fast.C,LX.Gap.Fast.C,67.0,-717.0,0.7883
MNQ,Fast,2020-05-12 15:50:00,2020-05-14 15:00:00,10964.0,10999.75,2.0,143.0,35985.0,0.01144,1.4394,0.0,47.166666666666664,LE2.Fast.C,LX2.Open.Fast.C,783.0,-641.0,0.6503
MNQ,Slow,2020-05-13 15:35:00,2020-05-18 15:35:00,10916.25,11249.0,2.0,1331.0,37316.0,0.10648,1.49264,0.0,120.0,LE.Slow.C,LX1.Slow.C,592.0,-1468.0,0.9335
MNQ,Slow,2020-05-21 15:35:00,2020-05-22 15:35:00,11278.75,11328.5,2.0,199.0,37515.0,0.01592,1.5006,0.0,24.0,LE.Slow.C,LX1.Slow.C,463.0,-246.0,0.9337000000000001
MNQ,Fast,2020-05-21 15:50:00,2020-05-22 15:50:00,11281.25,11341.25,2.0,240.0,37755.0,0.0192,1.5102,0.0,24.0,LE2.Fast.C,LX2.Fast.C,473.0,-252.0,0.9834
MNQ,Slow,2020-05-26 15:35:00,2020-05-27 15:35:00,11328.75,11355.25,2.0,106.0,37861.0,0.00848,1.51444,0.0,24.0,LE.Slow.C,LX1.Slow.C,935.0,-404.0,0.7774
MNQ,Slow,2020-06-12 15:35:00,2020-06-16 15:35:00,11565.5,11895.25,2.0,1319.0,39180.0,0.10552,1.5672,0.0,96.0,LE.Slow.C,LX1.Slow.C,1051.0,-1490.0,0.9327
MNQ,Fast,2020-06-12 15:50:00,2020-06-15 15:00:00,11574.0,11681.5,2.0,430.0,39610.0,0.0344,1.5844,0.0,71.16666666666667,LE2.Fast.C,LX1.Open.Fast.C,1085.0,-641.0,0.8778
MNQ,Slow,2020-06-19 15:35:00,2020-06-22 15:35:00,11857.75,12063.0,2.0,821.0,40431.0,0.06568,1.61724,0.0,72.0,LE.Slow.C,LX1.Slow.C,323.0,-840.0,0.9837
MNQ,Fast,2020-06-24 15:50:00,2020-06-25 15:50:00,11937.0,12028.75,2.0,367.0,40798.0,0.02936,1.63192,0.0,24.0,LE2.Fast.C,LX2.Fast.C,463.0,-424.0,0.9357
MNQ,Slow,2020-07-23 15:20:00,2020-07-27 15:35:00,12480.75,12610.75,2.0,520.0,41318.0,0.0416,1.65272,0.0,96.25,LE.Slow.C,LX1.Slow.C,975.0,-548.0,0.9815999999999999
MNQ,Fast,2020-07-23 15:50:00,2020-07-27 15:00:00,12485.25,12597.0,2.0,447.0,41765.0,0.03576,1.6706,0.0,95.16666666666667,LE2.Fast.C,LX1.Open.Fast.C,993.0,-520.0,0.9518000000000001
MNQ,Slow,2020-08-11 15:35:00,2020-08-12 15:35:00,12820.75,13061.5,2.0,963.0,42728.0,0.07704,1.70912,0.0,24.0,LE.Slow.C,LX1.Slow.C,27.0,-1198.0,0.8081999999999999
MNQ,Slow,2020-09-08 15:35:00,2020-09-14 15:35:00,12992.25,13215.5,2.0,893.0,43621.0,0.07144,1.74484,0.0,144.0,LE.Slow.C,LX1.Slow.C,486.0,-2046.0,0.5446
MNQ,Fast,2020-09-08 15:50:00,2020-09-09 15:50:00,12983.0,13307.0,2.0,1296.0,44917.0,0.10368,1.79668,0.0,24.0,LE2.Fast.C,LX2.Fast.C,449.0,-1726.0,0.8023
MNQ,Fast,2020-09-11 15:50:00,2020-09-14 15:00:00,12997.0,13219.75,2.0,891.0,45808.0,0.07128,1.83232,0.0,71.16666666666667,LE2.Fast.C,LX1.Open.Fast.C,6.0,-1204.0,0.7413
MNQ,Slow,2020-09-17 15:35:00,2020-09-22 15:35:00,13022.5,13099.0,2.0,306.0,46114.0,0.02448,1.84456,0.0,120.0,LE.Slow.C,LX1.Slow.C,1668.0,-474.0,0.9216
MNQ,Fast,2020-09-17 15:50:00,2020-09-21 15:50:00,13025.25,12952.0,2.0,-293.0,45821.0,-0.02344,1.83284,-0.01172,96.0,LE1.Fast.C,LX1.Fast.C,1679.0,-344.0,0.6851
MNQ,Slow,2020-10-02 15:35:00,2020-10-05 15:35:00,13179.75,13418.5,2.0,955.0,46776.0,0.0764,1.87104,0.0,72.0,LE.Slow.C,LX1.Slow.C,0.0,-1063.0,0.8984000000000001
MNQ,Slow,2020-10-06 15:35:00,2020-10-07 15:35:00,13218.25,13423.0,2.0,819.0,47595.0,0.06552,1.9038,0.0,24.0,LE.Slow.C,LX1.Slow.C,288.0,-952.0,0.8926999999999999
MNQ,Fast,2020-10-14 15:50:00,2020-10-16 15:00:00,13903.25,13795.0,2.0,-433.0,47162.0,-0.03464,1.88648,-0.01732,47.166666666666664,LE1.Fast.C,LX.Gap.Fast.C,870.0,-269.0,0.3837
MNQ,Slow,2020-10-16 15:35:00,2020-10-23 15:35:00,13750.25,13610.75,2.0,-558.0,46604.0,-0.04464,1.86416,-0.03964,168.0,LE.Slow.C,LX1.Slow.C,1162.0,-597.0,0.34340000000000004
MNQ,Fast,2020-10-16 15:50:00,2020-10-19 15:00:00,13752.5,13546.0,2.0,-826.0,45778.0,-0.06608,1.83112,-0.07268,71.16666666666667,LE1.Fast.C,LX.Gap.Fast.C,847.0,-588.0,0.0146
MNQ,Fast,2020-10-19 15:50:00,2020-10-23 15:50:00,13635.0,13617.25,2.0,-71.0,45707.0,-0.00568,1.82828,-0.07552,96.0,LE2.Fast.C,LX2.Fast.C,701.0,-423.0,0.5605
MNQ,Fast,2020-10-29 15:50:00,2020-11-02 15:00:00,13206.25,12995.25,2.0,-844.0,44863.0,-0.06752,1.79452,-0.10928,95.16666666666667,LE1.Fast.C,LX.Gap.Fast.C,1261.0,-95.0,0.3075
MNQ,Fast,2020-11-02 15:50:00,2020-11-03 15:00:00,13017.0,13270.5,2.0,1014.0,45877.0,0.08112,1.83508,-0.06872,23.166666666666668,LE2.Fast.C,LX.Gap.Fast.C,26.0,-1116.0,0.9107
MNQ,Slow,2020-11-18 15:35:00,2020-11-19 15:35:00,13832.0,13931.25,2.0,397.0,46274.0,0.03176,1.85096,-0.05284,24.0,LE.Slow.C,LX1.Slow.C,315.0,-467.0,0.9105
MNQ,Fast,2020-11-18 15:50:00,2020-11-19 15:50:00,13825.75,13920.5,2.0,379.0,46653.0,0.03032,1.86612,-0.03768,24.0,LE2.Fast.C,LX2.Fast.C,290.0,-492.0,0.8554999999999999
MNQ,Slow,2020-11-20 15:35:00,2020-11-24 15:35:00,13833.5,14028.5,2.0,780.0,47433.0,0.0624,1.89732,-0.00648,96.0,LE.Slow.C,LX1.Slow.C,306.0,-839.0,0.9484999999999999
MNQ,Fast,2020-11-20 15:50:00,2020-11-23 15:50:00,13845.75,13865.0,2.0,77.0,47510.0,0.00616,1.9004,-0.0034,72.0,LE2.Fast.C,LX2.Fast.C,355.0,-419.0,0.5581
MNQ,Slow,2020-12-30 15:35:00,2020-12-31 15:35:00,14784.25,14825.0,2.0,163.0,47673.0,0.01304,1.90692,0.0,24.0,LE.Slow.C,LX1.Slow.C,164.0,-233.0,0.8237000000000001
MNQ,Slow,2021-01-15 15:35:00,2021-01-19 15:35:00,14719.0,14952.0,2.0,932.0,48605.0,0.07456,1.9442,0.0,96.0,LE.Slow.C,LX1.Slow.C,180.0,-947.0,0.9867
MNQ,Fast,2021-01-15 15:50:00,2021-01-19 15:00:00,14715.25,14942.25,2.0,908.0,49513.0,0.07264,1.98052,0.0,95.16666666666667,LE2.Fast.C,LX1.Open.Fast.C,165.0,-950.0,0.9623
MNQ,Slow,2021-01-28 15:35:00,2021-02-01 15:35:00,15129.75,15162.0,2.0,129.0,49642.0,0.01032,1.98568,0.0,96.0,LE.Slow.C,LX1.Slow.C,1824.0,-356.0,0.8959
MNQ,Fast,2021-01-28 15:50:00,2021-02-01 15:00:00,15108.25,15214.5,2.0,425.0,50067.0,0.034,2.00268,0.0,95.16666666666667,LE2.Fast.C,LX1.Open.Fast.C,1738.0,-442.0,0.9922
MNQ,Slow,2021-02-22 15:35:00,2021-02-23 15:35:00,15165.5,15102.75,2.0,-251.0,49816.0,-0.02008,1.99264,-0.01004,24.0,LE.Slow.C,LX.V140.Slow.C,1844.0,-469.0,0.6887000000000001
MNQ,Fast,2021-02-22 15:50:00,2021-02-23 15:50:00,15165.5,15105.25,2.0,-241.0,49575.0,-0.01928,1.983,-0.01968,24.0,LE2.Fast.C,LX2.Fast.C,1844.0,-469.0,0.693
MNQ,Slow,2021-03-10 15:35:00,2021-03-11 15:35:00,14723.75,15009.0,2.0,1141.0,50716.0,0.09128,2.02864,0.0,24.0,LE.Slow.C,LX1.Slow.C,207.0,-1376.0,0.8515
MNQ,Fast,2021-03-10 15:50:00,2021-03-11 15:00:00,14728.25,15005.75,2.0,1110.0,51826.0,0.0888,2.07304,0.0,23.166666666666668,LE1.Fast.C,LX.Gap.Fast.C,225.0,-1358.0,0.8432999999999999
MNQ,Fast,2021-03-18 15:50:00,2021-03-19 15:50:00,14763.75,14785.5,2.0,87.0,51913.0,0.00696,2.07652,0.0,24.0,LE2.Fast.C,LX2.Fast.C,499.0,-366.0,0.6775
MNQ,Slow,2021-03-24 15:35:00,2021-03-26 15:35:00,14756.5,14917.0,2.0,642.0,52555.0,0.05136,2.1022,0.0,48.0,LE.Slow.C,LX1.Slow.C,758.0,-757.0,0.9240999999999999
MNQ,Fast,2021-03-24 15:50:00,2021-03-26 15:00:00,14753.25,14859.25,2.0,424.0,52979.0,0.03392,2.11916,0.0,47.166666666666664,LE2.Fast.C,LX2.Open.Fast.C,745.0,-426.0,0.9983
MNQ,Slow,2021-04-20 15:35:00,2021-04-23 15:35:00,15705.25,15875.5,2.0,681.0,53660.0,0.05448,2.1464,0.0,72.0,LE.Slow.C,LX1.Slow.C,191.0,-933.0,0.7757999999999999
MNQ,Fast,2021-04-20 15:50:00,2021-04-21 15:50:00,15694.25,15850.0,2.0,623.0,54283.0,0.04984,2.17132,0.0,24.0,LE2.Fast.C,LX2.Fast.C,147.0,-759.0,0.8499
